# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
BHI,Comandante Espora Airport,-38.725000,-62.169300,AR,Bahía Blanca,medium_airport,yes
BHJ,Bhuj Airport,23.287800,69.670197,IN,Bhuj,medium_airport,yes
BHK,Bukhara International Airport,39.775319,64.482279,UZ,Bukhara,large_airport,yes
BHM,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,US,Birmingham,large_airport,yes
BHO,Raja Bhoj International Airport,23.287500,77.337402,IN,Bhopal,large_airport,yes
BHQ,Broken Hill Airport,-32.001400,141.472000,AU,Broken Hill,medium_airport,yes
BHR,Bharatpur Airport,27.678101,84.429398,NP,Bharatpur,small_airport,yes
BHS,Bathurst Airport,-33.406817,149.651161,AU,Bathurst,medium_airport,yes
BHU,Bhavnagar Airport,21.752199,72.185204,IN,Bhavnagar,medium_airport,yes
BHV,Bahawalpur Airport,29.348101,71.718002,PK,Bahawalpur,medium_airport,yes
BHX,Birmingham Airport,52.453899,-1.748030,GB,"Birmingham, West Midlands",large_airport,yes
BHY,Beihai Fucheng Airport,21.538659,109.293683,CN,Beihai,medium_airport,yes
BIA,Bastia-Poretta International airport,42.552700,9.483730,FR,Bastia,large_airport,yes
BID,Block Island State Airport,41.168446,-71.578631,US,Block Island,small_airport,yes
BIH,Eastern Sierra Regional Airport,37.373100,-118.363998,US,Bishop,medium_airport,yes
BIK,Frans Kaisiepo Airport,-1.190020,136.108002,ID,Biak,medium_airport,yes
BIL,Billings Logan International Airport,45.808932,-108.541242,US,Billings,medium_airport,yes
BIM,South Bimini Airport,25.699900,-79.264702,BS,South Bimini,medium_airport,yes
BIO,Bilbao Airport,43.301102,-2.910610,ES,Bilbao,large_airport,yes
BIQ,Biarritz Pays Basque airport,43.468372,-1.523223,FR,Biarritz,medium_airport,yes
BIR,Biratnagar Airport,26.481501,87.264000,NP,Biratnagar,medium_airport,yes
BIS,Bismarck Municipal Airport,46.772734,-100.746874,US,Bismarck,medium_airport,yes
BJA,Soummam–Abane Ramdane Airport,36.712547,5.069909,DZ,Béjaïa,large_airport,yes
BJB,Bojnord Airport,37.493000,57.308201,IR,Bojnord,medium_airport,yes
BJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,US,Denver,medium_airport,yes
BJF,Båtsfjord Airport,70.600250,29.692612,NO,Båtsfjord,medium_airport,yes
BJL,Banjul International Airport,13.338000,-16.652201,GM,Banjul (Yundum),large_airport,yes
BJM,Bujumbura Melchior Ndadaye International Airport,-3.324020,29.318501,BI,Bujumbura,large_airport,yes
BJR,Bahir Dar Airport,11.608100,37.321602,ET,Bahir Dar,medium_airport,yes
BJV,Milas Bodrum International Airport,37.249314,27.664010,TR,Bodrum,large_airport,yes
BJX,Guanajuato International Airport,20.992695,-101.480284,MX,Silao,large_airport,yes
BJZ,Badajoz Airport,38.891300,-6.821330,ES,Badajoz,medium_airport,yes
BKC,Buckland Airport,65.981598,-161.149002,US,Buckland,small_airport,yes
BKG,Branson Airport,36.532082,-93.200544,US,Branson,medium_airport,yes
BKI,Kota Kinabalu International Airport,5.932743,116.049324,MY,Kota Kinabalu,large_airport,yes
BKK,Suvarnabhumi Airport,13.681100,100.747002,TH,Bangkok,large_airport,yes
BKM,Bakalalan Airport,3.974000,115.617996,MY,Bakalalan,small_airport,yes
BKN,Balkanabat International Airport,39.681052,54.206008,TM,Balkanabat,medium_airport,yes
BKO,Modibo Keita International Airport,12.533500,-7.949940,ML,Bamako,large_airport,yes
BKQ,Blackall Airport,-24.431678,145.429716,AU,Blackall,medium_airport,yes
BKS,Fatmawati Soekarno Airport,-3.863700,102.338997,ID,Bengkulu,medium_airport,yes
BKW,Raleigh County Memorial Airport,37.787300,-81.124199,US,Beaver,medium_airport,yes
BKZ,Bukoba Airport,-1.332000,31.821200,TZ,Bukoba,small_airport,yes
BLA,General José Antonio Anzoategui International Airport,10.111111,-64.692222,VE,Barcelona,large_airport,yes
BLB,Panamá Pacífico International Airport,8.914790,-79.599602,PA,Panamá City,small_airport,yes
BLD,Boulder City Municipal Airport,35.947161,-114.858799,US,Boulder City,medium_airport,yes
BLE,Dala Airport,60.422001,15.515200,SE,Borlange,medium_airport,yes
BLI,Bellingham International Airport,48.792801,-122.538002,US,Bellingham,medium_airport,yes
BLJ,Batna Mostefa Ben Boulaid Airport,35.752102,6.308590,DZ,Batna,large_airport,yes
BLL,Billund Airport,55.740335,9.157019,DK,Billund,large_airport,yes
BLQ,Bologna Guglielmo Marconi Airport,44.535400,11.288700,IT,Bologna,large_airport,yes
BLR,Kempegowda International Airport Bengaluru,13.197900,77.706299,IN,Bengaluru,large_airport,yes
BLV,Scott AFB/Midamerica Airport,38.545200,-89.835197,US,Belleville,medium_airport,yes
BLW,Beledweyne Airport,4.766976,45.238800,SO,Beledweyne,small_airport,yes
BLZ,Chileka International Airport,-15.677189,34.972319,MW,Blantyre,large_airport,yes
BMA,Stockholm-Bromma Airport,59.354401,17.941700,SE,Stockholm,medium_airport,yes
BME,Broome International Airport,-17.949194,122.228300,AU,Broome,large_airport,yes
BMI,Central Illinois Regional Airport at Bloomington-Normal,40.477100,-88.915901,US,Bloomington/Normal,medium_airport,yes
BMK,Borkum Airport,53.596390,6.709167,DE,Borkum,small_airport,yes
BMO,Banmaw Airport,24.270440,97.247600,MM,Banmaw,small_airport,yes
BMR,Baltrum Airport,53.724850,7.373257,DE,Baltrum,small_airport,yes
BMU,Sultan Muhammad Salahuddin Airport,-8.537184,118.685002,ID,Bima,medium_airport,yes
BMV,Buon Ma Thuot Airport,12.668300,108.120003,VN,Buon Ma Thuot,medium_airport,yes
BMW,Bordj Badji Mokhtar Airport,21.377800,0.926980,DZ,Bordj Badji Mokhtar,medium_airport,yes
BMY,Île Art - Waala Airport,-19.720521,163.661077,NC,Waala,small_airport,yes
BNA,Nashville International Airport,36.124500,-86.678200,US,Nashville,large_airport,yes
BNB,Boende Airport,-0.286652,20.883551,CD,Boende,small_airport,yes
BND,Bandar Abbas International Airport,27.218300,56.377800,IR,Bandar Abbas,large_airport,yes
BNE,Brisbane International Airport,-27.384199,153.117004,AU,Brisbane,large_airport,yes
BNI,Benin Airport,6.316980,5.599500,NG,Benin,medium_airport,yes
BNK,Ballina Byron Gateway Airport,-28.833236,153.561471,AU,Ballina,medium_airport,yes
BNN,"Brønnøysund Airport, Brønnøy",65.461098,12.217500,NO,Brønnøy,medium_airport,yes
BNS,Barinas Airport,8.615000,-70.214167,VE,Barinas,medium_airport,yes
BNX,Banja Luka International Airport,44.941399,17.297501,BA,Mahovljani,large_airport,yes
BNY,Bellona/Anua Airport,-11.302222,159.798333,SB,Anua,small_airport,yes
BOB,Bora Bora Airport,-16.444401,-151.751007,PF,Motu Mute,medium_airport,yes
BOC,"Bocas del Toro ""Isla Colón"" International Airport",9.340850,-82.250801,PA,Isla Colón,medium_airport,yes
BOD,Bordeaux–Mérignac Airport,44.828650,-0.715356,FR,Bordeaux,large_airport,yes
BOG,El Dorado International Airport,4.701590,-74.146900,CO,Bogota,large_airport,yes
BOH,Bournemouth Airport,50.780483,-1.839576,GB,Bournemouth,medium_airport,yes
BOI,Boise Air Terminal/Gowen Field,43.564400,-116.223000,US,Boise,large_airport,yes
BOJ,Burgas Airport,42.569917,27.515173,BG,Burgas,large_airport,yes
BOM,Chhatrapati Shivaji Maharaj International Airport,19.088699,72.867897,IN,Mumbai,large_airport,yes
BON,Flamingo International Airport,12.131000,-68.268501,BQ,Kralendijk,large_airport,yes
BOO,Bodø Airport,67.269203,14.365300,NO,Bodø,large_airport,yes
BOR,Bokeo International Airport,20.323986,100.165392,LA,Ton Phueng,medium_airport,yes
BOS,Boston Logan International Airport,42.361970,-71.007900,US,Boston,large_airport,yes
BOT,Bosset Airport,-7.237257,141.106322,PG,Bosset,small_airport,yes
BOY,Bobo Dioulasso Airport,11.160100,-4.330970,BF,Bobo Dioulasso,large_airport,yes
BPE,Qinhuangdao Beidaihe Airport,39.666384,119.061384,CN,Qinhuangdao (Changli),medium_airport,yes
BPL,Bole Alashankou Airport,44.895461,82.300070,CN,Bole,medium_airport,yes
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.894520,ID,Balikpapan,large_airport,yes
BPS,Porto Seguro International Airport,-16.438426,-39.080584,BR,Porto Seguro,large_airport,yes
BPT,Jack Brooks Regional Airport,29.950800,-94.020699,US,Beaumont/Port Arthur,medium_airport,yes
BPX,Qamdo Bangda Airport,30.553600,97.108299,CN,Bangda,medium_airport,yes
BPY,Besalampy Airport,-16.744530,44.482484,MG,Besalampy,medium_airport,yes
BQB,Busselton Margaret River Regional Airport,-33.687222,115.400278,AU,Busselton,small_airport,yes
BQG,Bogorodskoye Airport,52.381041,140.449378,RU,Bogorodskoye,small_airport,yes
BQJ,Batagay Airport,67.648003,134.695007,RU,Batagay,small_airport,yes
BQK,Brunswick Golden Isles Airport,31.258801,-81.466499,US,Brunswick,medium_airport,yes
BQL,Boulia Airport,-22.913300,139.899994,AU,,medium_airport,yes
BQN,Rafael Hernández International Airport,18.494900,-67.129402,PR,Aguadilla,medium_airport,yes
BQS,Ignatyevo Airport,50.426723,127.415502,RU,Blagoveschensk,medium_airport,yes
BQT,Brest International Airport,52.108138,23.896760,BY,Brest,large_airport,yes
BQU,J F Mitchell Airport,12.988400,-61.262001,VC,Bequia,medium_airport,yes
BRA,Dom Ricardo Weberberger Airport,-12.078900,-45.008999,BR,Barreiras,small_airport,yes
BRC,Teniente Luis Candelaria International Airport,-41.151199,-71.157501,AR,San Carlos de Bariloche,large_airport,yes
BRD,Brainerd Lakes Regional Airport,46.402861,-94.129727,US,Brainerd,medium_airport,yes
BRE,Bremen Airport,53.046786,8.789320,DE,Bremen,large_airport,yes
BRI,Bari Karol Wojtyła International Airport,41.138901,16.760599,IT,Bari,large_airport,yes
BRK,Bourke Airport,-30.039200,145.951996,AU,,medium_airport,yes
BRL,Southeast Iowa Regional Airport,40.783199,-91.125504,US,Burlington,medium_airport,yes
BRM,Jacinto Lara International Airport,10.042747,-69.358620,VE,Barquisimeto,large_airport,yes
BRN,Bern Airport,46.912736,7.498819,CH,Bern,medium_airport,yes
BRO,Brownsville South Padre Island International Airport,25.907238,-97.425235,US,Brownsville,medium_airport,yes
BRQ,Brno-Tuřany Airport,49.151276,16.693972,CZ,Brno,medium_airport,yes
BRR,Barra Airport,57.022800,-7.443060,GB,Eoligarry,medium_airport,yes
BRS,Bristol Airport,51.382326,-2.716453,GB,Bristol,large_airport,yes
BRU,Brussels Airport,50.901402,4.484440,BE,Zaventem,large_airport,yes
BRW,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,US,Utqiaġvik,medium_airport,yes
BRX,Maria Montez International Airport,18.251499,-71.120399,DO,Barahona,medium_airport,yes
BSA,Bender Qassim International Airport,11.275235,49.139231,SO,Bosaso,large_airport,yes
BSB,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,BR,Brasília,large_airport,yes
BSC,José Celestino Mutis Airport,6.202920,-77.394700,CO,Bahía Solano,medium_airport,yes
BSD,Baoshan Yunrui Airport,25.053301,99.168297,CN,Baoshan (Longyang),medium_airport,yes
BSG,Bata International Airport,1.905470,9.805680,GQ,Bata,large_airport,yes
BSK,Biskra - Mohamed Khider Airport,34.793180,5.738899,DZ,Biskra,large_airport,yes
BSL,EuroAirport Basel–Mulhouse–Freiburg,47.600680,7.521117,FR,Bâle / Mulhouse,large_airport,yes
BSO,Basco Airport,20.451300,121.980003,PH,Basco,medium_airport,yes
BSR,Basra International Airport,30.549101,47.662102,IQ,Basra,large_airport,yes
BSX,Pathein Airport,16.815201,94.779900,MM,Pathein,small_airport,yes
BSZ,Manas International Airport,43.061298,74.477600,KG,Bishkek,large_airport,yes
BTC,Batticaloa International Airport,7.705073,81.677163,LK,Batticaloa,medium_airport,yes
BTH,Hang Nadim International Airport,1.121030,104.119003,ID,Batam,large_airport,yes
BTI,Barter Island Long Range Radar Station Airport,70.134003,-143.582001,US,Barter Island,medium_airport,yes
BTJ,Sultan Iskandar Muda International Airport,5.525087,95.419970,ID,Banda Aceh,large_airport,yes
BTK,Bratsk Airport,56.369600,101.701822,RU,Bratsk,medium_airport,yes
BTM,Bert Mooney Airport,45.954800,-112.497002,US,Butte,medium_airport,yes
BTR,Baton Rouge Metropolitan Airport,30.533199,-91.149597,US,Baton Rouge,medium_airport,yes
BTS,M. R. Štefánik Airport,48.170200,17.212700,SK,Bratislava,large_airport,yes
BTT,Bettles Airport,66.913902,-151.529007,US,Bettles,small_airport,yes
BTU,Bintulu Airport,3.123850,113.019997,MY,Bintulu,medium_airport,yes
BTV,Patrick Leahy Burlington International Airport,44.471901,-73.153297,US,Burlington,medium_airport,yes
BTW,Bersujud Airport,-3.412410,115.995003,ID,Batu Licin,small_airport,yes
BUA,Buka Airport,-5.422299,154.672698,PG,Buka Island,medium_airport,yes
BUC,Burketown Airport,-17.748600,139.533997,AU,,small_airport,yes
BUD,Budapest Liszt Ferenc International Airport,47.430180,19.262393,HU,Budapest,large_airport,yes
BUF,Buffalo Niagara International Airport,42.940498,-78.732201,US,Buffalo,large_airport,yes
BUI,Bokondini Airport,-3.684550,138.677437,ID,Bokondini,small_airport,yes
BUN,Gerardo Tobar López Airport,3.819630,-76.989800,CO,Buenaventura,medium_airport,yes
BUQ,Joshua Mqabuko Nkomo International Airport,-20.016284,28.622897,ZW,Bulawayo,large_airport,yes
BUR,Hollywood Burbank/Bob Hope Airport,34.202834,-118.358050,US,Burbank,large_airport,yes
BUS,Alexander Kartveli Batumi International Airport,41.609390,41.600315,GE,Batumi,large_airport,yes
BUT,Bathpalathang Airport,27.562200,90.747100,BT,Jakar,small_airport,yes
BUU,Muara Bungo Airport,-1.541635,102.181613,ID,Muara Bungo,small_airport,yes
BUX,Bunia Airport,1.565743,30.220685,CD,Bunia,medium_airport,yes
BUZ,Bushehr Airport,28.944799,50.834599,IR,Bushehr,medium_airport,yes
BVA,Beauvais-Tillé airport,49.454399,2.112780,FR,Beauvais,large_airport,yes
BVB,Atlas Brasil Cantanhede International Airport,2.846150,-60.690648,BR,Boa Vista,large_airport,yes
BVC,Aristides Pereira International Airport,16.136499,-22.888901,CV,Rabil,large_airport,yes
BVE,Brive Souillac airport,45.039722,1.485556,FR,Brive,medium_airport,yes
BVG,Berlevåg Airport,70.871517,29.034097,NO,Berlevåg,medium_airport,yes
BVH,Brigadeiro Camarão Airport,-12.694400,-60.098301,BR,Vilhena,medium_airport,yes
BVI,Birdsville Airport,-25.897499,139.348007,AU,,medium_airport,yes
BVJ,Bovanenkovo Airport,70.315278,68.333611,RU,Bovanenkovo,medium_airport,yes
BVS,Breves Airport,-1.636530,-50.443600,BR,Breves,small_airport,yes
BWA,Gautam Buddha International Airport,27.504636,83.410381,NP,Siddharthanagar (Bhairahawa),large_airport,yes
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.175400,-76.668297,US,Baltimore,large_airport,yes
BWK,Brač Airport,43.284454,16.678362,HR,Gornji Humac,medium_airport,yes
BWN,Brunei International Airport,4.944200,114.928001,BN,Bandar Seri Begawan,large_airport,yes
BWO,Balakovo Airport,51.858299,47.745602,RU,Balakovo,medium_airport,yes
BWT,Wynyard Airport,-40.997039,145.726000,AU,Burnie,medium_airport,yes
BWX,Banyuwangi Airport,-8.310150,114.340100,ID,"Rogojampi, Banyuwangi",small_airport,yes
BXG,Bendigo Airport,-36.739399,144.330002,AU,,small_airport,yes
BXH,Balkhash Airport,46.894246,75.004533,KZ,Balkhash,medium_airport,yes
BXR,Bam Airport,29.084200,58.450001,IR,Bam,medium_airport,yes
BXT,LNG Badak Airport,0.121656,117.476558,ID,Bontang-Borneo Island,small_airport,yes
BXU,Bancasi Airport,8.951500,125.478800,PH,Butuan,medium_airport,yes
BXY,Baikonur Krayniy International Airport,45.621994,63.210773,KZ,Baikonur,large_airport,yes
BYK,Bouaké Airport,7.738800,-5.073670,CI,Bouaké,medium_airport,yes
BYM,Carlos Manuel de Cespedes Airport,20.396400,-76.621399,CU,Bayamo,medium_airport,yes
BYN,Bayankhongor Airport,46.163300,100.704002,MN,Bayankhongor,medium_airport,yes
BYO,Bonito Airport,-21.247300,-56.452399,BR,Bonito,small_airport,yes
BYR,Læsø Airport,57.277199,11.000100,DK,Læsø,small_airport,yes
BYW,Blakely Island Airport,48.579162,-122.823844,US,Blakely Island,small_airport,yes
BZE,Philip S. W. Goldson International Airport,17.539951,-88.303556,BZ,Belize City,large_airport,yes
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,53.096802,17.977699,PL,Bydgoszcz,medium_airport,yes
BZI,Balıkesir Airport,39.619301,27.926001,TR,Balıkesir,medium_airport,yes
BZL,Barisal Airport,22.801001,90.301201,BD,Barisal,medium_airport,yes
BZN,Bozeman Yellowstone International Airport,45.778853,-111.153711,US,Bozeman,medium_airport,yes
BZO,Bolzano Airport,46.459245,11.326125,IT,Bolzano (BZ),medium_airport,yes
BZR,Béziers Vias airport,43.323502,3.353900,FR,Béziers,medium_airport,yes
BZV,Maya-Maya International Airport,-4.251700,15.253000,CG,Brazzaville,large_airport,yes
BZX,Bazhong Enyang Airport,31.738420,106.644872,CN,Bazhong,medium_airport,yes
CAB,Cabinda Airport,-5.598390,12.188145,AO,Cabinda,medium_airport,yes
CAC,Coronel Adalberto Mendes da Silva Airport,-25.000323,-53.501208,BR,Cascavel,medium_airport,yes
CAE,Columbia Metropolitan Airport,33.938172,-81.123022,US,Columbia,medium_airport,yes
CAF,Carauari Airport,-4.871473,-66.897552,BR,Carauari,small_airport,yes
CAG,Cagliari Elmas Airport,39.251499,9.054280,IT,Cagliari,large_airport,yes
CAH,Cà Mau Airport,9.177667,105.177778,VN,Ca Mau City,medium_airport,yes
CAI,Cairo International Airport,30.111534,31.396694,EG,Cairo,large_airport,yes
CAJ,Canaima Airport,6.231989,-62.854850,VE,Canaima,medium_airport,yes
CAK,Akron Canton Regional Airport,40.916100,-81.442200,US,Akron,medium_airport,yes
CAL,Campbeltown Airport,55.437199,-5.686390,GB,Campbeltown,medium_airport,yes
CAN,Guangzhou Baiyun International Airport,23.392401,113.299004,CN,Guangzhou (Huadu),large_airport,yes
CAP,Cap Haitien International Airport,19.725547,-72.200710,HT,Cap Haitien,large_airport,yes
CAT,Cascais Airport,38.724998,-9.355230,PT,Cascais,medium_airport,yes
CAU,Caruaru Airport,-8.282390,-36.013500,BR,Caruaru,small_airport,yes
CAW,Bartolomeu Lisandro Airport,-21.698299,-41.301701,BR,Campos dos Goytacazes,medium_airport,yes
CAY,Cayenne – Félix Eboué Airport,4.819964,-52.361326,GF,Matoury,large_airport,yes
CAZ,Cobar Airport,-31.538300,145.794006,AU,,medium_airport,yes
CBB,Jorge Wilsterman International Airport,-17.421105,-66.177102,BO,Cochabamba,large_airport,yes
CBH,Béchar Boudghene Ben Ali Lotfi Airport,31.645700,-2.269860,DZ,Béchar,medium_airport,yes
CBO,Cotabato (Awang) Airport,7.164753,124.209938,PH,Datu Odin Sinsuat,medium_airport,yes
CBQ,Margaret Ekpo International Airport,4.976020,8.347200,NG,Calabar,medium_airport,yes
CBR,Canberra Airport,-35.306900,149.195007,AU,Canberra,medium_airport,yes
CBT,Catumbela Airport,-12.479200,13.486900,AO,Catumbela,medium_airport,yes
CCA,Chimore Airport,-16.976834,-65.145568,BO,Chimore,small_airport,yes
CCC,Jardines Del Rey Airport,22.461000,-78.328400,CU,Cayo Coco,medium_airport,yes
CCE,Capital International Airport,30.064650,31.839974,EG,New Cairo,medium_airport,yes
CCF,Carcassonne Salvaza Airport,43.216000,2.306320,FR,Carcassonne,medium_airport,yes
CCJ,Calicut International Airport,11.135996,75.955152,IN,Calicut,large_airport,yes
CCK,Cocos (Keeling) Islands Airport,-12.192218,96.834103,CC,West Island,large_airport,yes
CCP,Carriel Sur International Airport,-36.772350,-73.062828,CL,Concepcion,large_airport,yes
CCR,Buchanan Field,37.989700,-122.056999,US,Concord,medium_airport,yes
CCS,Maiquetía Simón Bolívar International Airport,10.602214,-66.991174,VE,Maiquetía,large_airport,yes
CCU,Netaji Subhash Chandra Bose International Airport,22.654012,88.447650,IN,Kolkata,large_airport,yes
CCV,Craig Cove Airport,-16.264999,167.923996,VU,Craig Cove,small_airport,yes
CCZ,Chub Cay Airport,25.417101,-77.880898,BS,Chub Cay,medium_airport,yes
CDB,Cold Bay Airport,55.207871,-162.725029,US,Cold Bay,medium_airport,yes
CDC,Cedar City Regional Airport,37.701000,-113.098999,US,Cedar City,medium_airport,yes
CDE,Chengde Puning Airport,41.122500,118.073889,CN,Chengde,medium_airport,yes
CDG,Charles de Gaulle International Airport,49.008960,2.554117,FR,"Paris (Roissy-en-France, Val-d'Oise)",large_airport,yes
CDP,Kadapa Airport,14.513154,78.769183,IN,Kadapa,medium_airport,yes
CDR,Chadron Municipal Airport,42.837601,-103.095001,US,Chadron,medium_airport,yes
CDT,Castellón-Costa Azahar Airport,40.213889,0.073333,ES,Castellón de la Plana,medium_airport,yes
CDV,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,US,Cordova,medium_airport,yes
CEB,Mactan Cebu International Airport,10.309261,123.979740,PH,Cebu City/Lapu-Lapu City,large_airport,yes
CEC,Jack Mc Namara Field Airport,41.778929,-124.236403,US,Crescent City,medium_airport,yes
CED,Ceduna Airport,-32.130600,133.710007,AU,,medium_airport,yes
CEE,Cherepovets Airport,59.273602,38.015800,RU,Cherepovets,medium_airport,yes
CEI,Mae Fah Luang - Chiang Rai International Airport,19.952299,99.882896,TH,Chiang Rai,large_airport,yes
CEK,Kurchatov Chelyabinsk International Airport,55.303141,61.504927,RU,Chelyabinsk,large_airport,yes
